Ob,Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Income,poverty_rate,percent_completed_hs
347,AK,Whittier city,69.5,0.5,5.5,7.7,5,55893,11.2,91.1
348,AK,Willow CDP,90.8,0,5.2,0.8,1.3,61970,13.4,89.5
349,AK,Willow Creek CDP,81.7,2.1,9.9,1,4.7,-,0,100
350,AK,Wiseman CDP,92.9,0,0,0,0,-,0,100
351,AK,Womens Bay CDP,85.5,0.3,4.7,1.1,1,86818,13.8,94.1
352,AK,Wrangell city and borough,72.6,0.2,16.2,1.4,1.6,48603,11.8,90.2
353,AK,Yakutat CDP,42.4,0.3,35.8,4.1,2.6,72500,5.9,93.9
354,AL,Abanda CDP,67.2,30.2,0,0,1.6,11207,78.8,21.2
355,AL,Abbeville city,54.4,41.4,0.1,1,3.1,25615,29.1,69.1
356,AL,Adamsville city,52.3,44.9,0.5,0.3,2.3,42575,25.5,78.9
357,AL,Addison town,99.1,0.1,0,0.1,0.4,37083,30.7,81.4
358,AL,Akron town,13.2,86.5,0,0,0.3,21667,42,68.6
359,AL,Alabaster city,79.4,13.5,0.4,0.9,9,71816,11.2,89.3
360,AL,Albertville city,75.9,1.9,0.8,0.5,27.9,32911,26.7,72.7
361,AL,Alexander City city,62.2,32,0.2,0.9,4.8,29874,30.4,78.1
362,AL,Alexandria CDP,87.4,10.2,0.3,0.5,0.9,56058,9.7,88.8
363,AL,Aliceville city,22.6,74.9,0.1,0,1.2,21131,41.3,74.3
364,AL,Allgood town,79.6,0.6,0.3,0.6,49.4,42009,27.7,48.1
365,AL,Altoona town,95.8,1.7,0.2,0.2,1.1,27566,27.5,66.9
366,AL,Andalusia city,70.5,25.9,0.4,1,1.9,31968,24.5,81.1
367,AL,Anderson town,97.9,0,0.4,0,0.7,34792,13.8,85.7
368,AL,Anniston city,44.7,51.5,0.3,0.8,2.7,29681,31.7,79.8
369,AL,Arab city,96.6,0.1,0.6,0.7,1.7,40292,16.7,87.6
370,AL,Ardmore town,94.3,1.9,0.8,0.9,1.3,35670,19.1,77.7
371,AL,Argo town,94.1,3.6,0.4,0.3,0.5,57212,8.6,87.5
372,AL,Ariton town,78.3,19.2,0,0.1,6,24286,37.6,71.3
373,AL,Arley town,94.4,0,0.6,0.3,1.4,28750,31.6,80.6
374,AL,Ashford town,79,19.5,0.2,0.2,0.8,42704,18.8,83.5
375,AL,Ashland town,71.5,24.1,0.3,0.7,5.7,31438,22.4,77.9
376,AL,Ashville city,75.8,20.3,0.2,0.3,3.8,40547,28.3,77.6
377,AL,Athens city,73,17.5,0.6,0.9,8.8,47542,13,83.4
378,AL,Atmore city,40,55.6,1.8,0.3,1.8,26775,24.7,73.7
379,AL,Attalla city,81.5,12.7,0.4,0.5,4.7,37191,20.3,76
380,AL,Auburn city,75.1,16.5,0.3,5.3,2.9,38342,31.8,94.3
381,AL,Autaugaville town,31.3,66.8,0.2,0,0.8,24833,24.1,71.2
382,AL,Avon town,94.7,1.8,1.8,0,1.3,40417,22.2,82.8
383,AL,Axis CDP,66.8,26.9,3.2,0.1,0.9,55750,6.8,79.9
384,AL,Babbie town,96.7,0,0,1.5,0.2,41912,15.7,81.2
385,AL,Baileyton town,96.2,0.2,0.5,0,1.5,31875,28.6,74.7
386,AL,Bakerhill town,61.6,35.5,0.7,0,1.1,31875,19.1,72.4
387,AL,Ballplay CDP,97.5,0.1,0.7,0.3,1,37778,7.1,80.3
388,AL,Banks town,69.3,24.6,2.2,0,1.1,28750,38.2,73
389,AL,Bay Minette city,60.4,35.3,1,0.8,1.8,31576,26.3,79.1
390,AL,Bayou La Batre city,60.3,12.3,0.4,22.8,2.8,34583,30.1,58.5
391,AL,Bear Creek town,97.1,0.1,0.7,0.2,1.8,35563,25.3,76.7
392,AL,Beatrice town,23.6,76.1,0.3,0,0,18417,44.9,89.1
393,AL,Beaverton town,95,5,0,0,1,31875,8.1,87.9
394,AL,Belgreen CDP,96.1,0,0,0,3.9,27750,28.8,87
395,AL,Belk town,95.8,2.8,0,0.5,0.9,28906,39.1,63.8
396,AL,Bellamy CDP,8.3,90.8,0,0.9,1.3,22132,42.9,86.5
397,AL,Belle Fontaine CDP,92.3,1.6,0.5,2.3,3.6,34615,36.7,91.9
398,AL,Benton town,81.6,18.4,0,0,0,(X),0,100
399,AL,Berry town,90.8,7.4,0,0,0.8,25865,30.9,65.4
400,AL,Bessemer city,24.3,71.2,0.3,0.2,4.1,29615,32.9,81.5
401,AL,Billingsley town,86.1,11.1,2.1,0,0.7,41250,20.5,71.3
402,AL,Birmingham city,22.3,73.4,0.2,1,3.6,31061,30.9,85.1
403,AL,Black town,92.3,6.3,0,0,0,41071,12.7,90
404,AL,Blountsville town,87.3,0.7,1,0.4,15.3,30152,41.2,73.1
405,AL,Blue Ridge CDP,94.5,2.7,0.7,0.9,1,96333,0.5,97.6
406,AL,Blue Springs town,92.7,6.3,0,1,3.1,45313,4,95.6
407,AL,Boaz city,87.3,1.8,0.4,0.7,14.2,35974,19.4,76.6
408,AL,Boligee town,8.8,90.2,0,0,0.3,12173,60.3,79.9
409,AL,Bon Air town,80.2,6.9,2.6,0,2.6,23750,47.6,85.7
410,AL,Boykin CDP,4,95.3,0,0,0.7,(X),53.7,53.7
411,AL,Brantley town,56.1,38.8,0.6,0.5,2,27870,20.7,75.1
412,AL,Brantleyville CDP,82.1,3.3,0.9,0.5,12.6,40370,19.2,85.1
413,AL,Brent city,45.1,53.5,0.1,0,2.1,33924,17.3,73.8
414,AL,Brewton city,54.1,42.6,0.7,0.4,2.2,31033,27.8,84.5
415,AL,Bridgeport city,84,8.6,1.9,0.2,1.7,28571,34.7,74.9
416,AL,Brighton city,6.5,81,1,0,13.8,22146,33,78.6
417,AL,Brilliant town,98.3,0.2,0.1,0.1,1.6,25893,22.5,75.9
418,AL,Bristow Cove CDP,91.1,0,1.5,0.1,6.6,(X),39.7,65.1
419,AL,Brook Highland CDP,73.6,16.2,0.2,4.4,7.8,60212,11.5,96.2
420,AL,Brookside town,79.5,18.5,0.3,0.1,0.7,34554,19.2,78.7
421,AL,Brookwood town,92.2,5.3,0.7,0.1,2,51515,10.8,83.1
422,AL,Broomtown CDP,98.4,1.6,0,0,0,28750,23.8,66.2
423,AL,Brundidge city,34.1,62.9,0.5,0.6,3,23819,32.4,77.2
424,AL,Bucks CDP,59.4,31.3,3.1,0,3.1,-,0,100
425,AL,Butler town,71.4,26.7,0.2,0.2,0.7,28950,25.3,80.2
426,AL,Calera city,71.2,23,0.2,0.6,5,62893,5.8,89.1
427,AL,Calvert CDP,53.1,35.4,6.9,0,2.2,-,79.4,22.8
428,AL,Camden city,42,57.4,0.1,0,0.7,28375,31.9,82.8
429,AL,Camp Hill town,10.2,88.4,0.1,0.1,0.7,25118,36.6,76.6
430,AL,Carbon Hill city,89.4,8.2,0.2,0.1,1.2,25990,32.2,65.4
431,AL,Cardiff town,94.5,5.5,0,0,0,(X),30,72.7
432,AL,Carlisle-Rockledge CDP,95,0.9,0.9,0.1,3.1,35938,17.2,73.1
433,AL,Carlton CDP,66.2,33.8,0,0,3.1,(X),18.9,77
434,AL,Carolina town,96.6,0.3,0.3,0,0,50278,7.4,87.8
435,AL,Carrollton town,49,43.1,0.1,0,10.4,27857,29.1,71
436,AL,Castleberry town,59.2,38.4,0.3,0,0.5,20677,39.6,75.9
437,AL,Catherine CDP,72.7,27.3,0,0,0,-,0,100
438,AL,Cedar Bluff town,86.2,9.9,0.7,0.3,1.2,36389,25.8,77.9
439,AL,Center Point city,32.6,62.9,0.2,0.4,4.8,39944,25,87.1
440,AL,Centre city,87,9.9,0.4,0.3,1.2,31268,25.1,76.7
441,AL,Centreville city,72.2,23.7,0.3,0.4,3,41103,22.4,81.6
442,AL,Chatom town,68.2,31.1,0,0,0.6,35365,19.8,76
443,AL,Chelsea city,89.5,5.7,0.3,2,3.2,85757,4.9,93.5
444,AL,Cherokee town,77.6,18.3,0.5,0.3,1.7,28359,19.9,80.9
445,AL,Chickasaw city,63,33.6,0.8,0.5,2.3,30973,33.6,79.9
446,AL,Childersburg city,60.1,36.9,0.4,0.5,1.3,25948,38.6,78.8
447,AL,Choccolocco CDP,87.5,7.2,0.3,0.7,4.3,54825,14.7,89.4
448,AL,Chunchula CDP,45.7,51.9,0,0,0.5,(X),0,91.2
449,AL,Citronelle city,70.7,20.2,4.9,0.5,2.6,48125,16.9,82.5
450,AL,Clanton city,74.9,19.1,0.3,0.6,6,39823,16.9,76.8
451,AL,Clay city,84.1,13.3,0.3,0.6,1.3,68717,6.6,92.2
452,AL,Clayhatchee town,94.9,1.7,0.3,0.3,2.4,32656,16.4,85.3
453,AL,Clayton town,35.8,63.8,0,0,0.6,25203,29.3,57.8
454,AL,Cleveland town,89.2,0.3,0.2,0.3,18.4,40909,15,74.4
455,AL,Clio city,32,36.5,0.4,0.5,36,19539,31.4,63.1
456,AL,Coaling town,86.4,11.4,0.1,0.1,0.8,54167,19.5,88.2
457,AL,Coats Bend CDP,84.4,12.6,0.5,0,0.9,42821,15,90.9
458,AL,Coffee Springs town,96.1,0,0,0,2.6,33636,21.2,78
459,AL,Coffeeville town,51.4,46,0,0,0.6,19583,41.3,71.7
460,AL,Coker town,95.2,2,0.2,0.9,1.8,45795,10,89.2
461,AL,Collinsville town,47.8,9,1.1,0.1,43.1,25795,32.1,52
462,AL,Colony town,10.4,86.9,0,0.4,0.4,33063,24.8,77
463,AL,Columbia town,77,21.1,0.4,0,0.4,31806,20.1,79
464,AL,Columbiana city,71.3,25.1,0.3,0.2,3,32700,24,74.4
465,AL,Concord CDP,98.5,0.5,0.2,0.2,0.5,44620,7.9,91.3
466,AL,Coosada town,57.7,40,0.4,0.2,2.9,47406,23.5,84.3
467,AL,Cordova city,83.4,14.5,0.8,0.1,0.7,19139,32.8,79.8
468,AL,Cottonwood town,71.8,25.4,0.6,0,1.1,25313,29.8,76.3
469,AL,County Line town,94.2,1.2,3.1,1.2,0.4,55313,10.7,83.9
470,AL,Courtland town,57.6,38.4,1.3,0.3,0.3,33125,25.8,79.6
471,AL,Cowarts town,80.8,14.6,0.7,0.1,1.7,43533,11.7,86
472,AL,Creola city,84.7,9.8,1.8,0.1,3.1,51705,18.1,84.4
473,AL,Crossville town,88.7,0.4,1.9,0.2,8.3,30833,38.1,70.4
474,AL,Cuba town,85.3,13,0.6,0,0.3,40673,21,92.1
475,AL,Cullman city,93.4,0.9,0.3,0.9,8.2,38746,21.9,85.3
476,AL,Cullomburg CDP,42.1,57.3,0,0,0,(X),8.5,93.4
477,AL,Cusseta town,95.9,2.4,0,1.6,0,52500,9.3,83.7
478,AL,Dadeville city,50.2,47.5,0.3,0.6,0.9,29368,28.8,73.7
479,AL,Daleville city,66.2,22.6,1.1,2.7,10.1,45651,24.5,85.3
480,AL,Daphne city,84.1,11.8,0.4,1.5,2.9,60737,11.2,95.8
481,AL,Dauphin Island town,97.3,0.4,1,0.2,0.7,63594,3.6,95.8
482,AL,Daviston town,88.8,10.3,0,0.9,1.9,47639,12.9,87.8
483,AL,Dayton town,32.7,65.4,0,0,0,(X),48,100
484,AL,Deatsville town,77.6,19.4,0.1,0.3,1.6,78125,5.1,96.3
485,AL,Decatur city,66.5,21.7,0.7,0.9,12.4,41496,21.2,82.7
486,AL,Deer Park CDP,31.9,66.5,0,0,1.6,(X),28.1,86.3
487,AL,Delta CDP,97,0,2.5,0,0.5,(X),0,87
488,AL,Demopolis city,47.3,50.1,0.1,0.5,2.4,27656,31,89.1
489,AL,Detroit town,83.1,13.9,0,0,0.4,24107,27.9,64.8
490,AL,Dodge City town,96,0.7,0.8,0,2.5,41346,16.7,81.7
491,AL,Dora city,85.6,12.2,0.3,0,0.7,40769,17.2,82.3
492,AL,Dothan city,63.1,32.5,0.4,1.1,2.9,42426,19.1,86.2
493,AL,Double Springs town,97.3,0.6,0.8,0.2,0.4,29063,27.5,74.5
494,AL,Douglas town,93.3,0.8,0.4,0,3.9,29318,34.9,78.5
495,AL,Dozier town,59.6,35.3,0.3,0.3,0,21765,30.3,79.1
496,AL,Dunnavant CDP,96.7,0.4,0.7,0,2.3,42857,7.7,76
497,AL,Dutton town,90.8,2.5,0,0,3.2,39688,24.2,90.6
498,AL,East Brewton city,74.7,20.8,0.6,0,3.1,26736,30.6,83.6
499,AL,East Point CDP,96.5,0,0,1,3.5,62059,0,91.4
500,AL,Eclectic town,86.4,11,0.4,0,1.3,41304,13.4,84.2
501,AL,Edgewater CDP,31,68.4,0.1,0,1,26818,26.5,84.1
502,AL,Edwardsville town,98,0.5,0,0,0,38438,5.1,87
503,AL,Egypt CDP,94.3,0.9,0.5,0.5,3.3,56693,4.5,84.9
504,AL,Elba city,62.1,34.3,1.2,0.3,1.1,26156,31.1,76.9
505,AL,Elberta town,92.9,1.4,0.3,0.8,5.3,31190,15.8,85.8
506,AL,Eldridge town,97.7,0.8,0,0,0,30000,37.8,75
507,AL,Elkmont town,85.9,12.7,1.2,0,0,39583,11.2,78.2
508,AL,Elmore town,64.3,26.7,0.1,0.2,8.8,40150,30,70.5
509,AL,Emelle town,5.7,94.3,0,0,0,36250,0,79.3
510,AL,Emerald Mountain CDP,87.1,11,0.2,0.6,1.6,91054,8.2,90.9
511,AL,Enterprise city,69.4,20.7,0.5,2,8.8,54450,16.3,89.2
512,AL,Epes town,8.9,91.1,0,0,0,25000,24.8,81.6
513,AL,Ethelsville town,74.1,25.9,0,0,0,40417,32.3,80.6
514,AL,Eufaula city,51,44.6,0.5,0.6,4.3,32845,25.3,81.5
515,AL,Eunola CDP,91.4,7.4,0,0.4,1.6,42023,0,96.1
516,AL,Eutaw town,18.1,80.2,0.1,0.4,1.3,22377,32.7,73.2
517,AL,Eva town,96.3,0,0.4,0.2,0.4,39868,11.1,91.2
518,AL,Evergreen city,34.8,62.4,0.2,0.2,2.3,18661,52.6,79.2
519,AL,Excel town,91.1,5,1.4,0,0.7,34375,18.6,86
520,AL,Fairfield city,4.2,94.6,0,0,1.1,34890,23.4,88.9
521,AL,Fairford CDP,61.3,17.7,19.9,0,0,32269,0,57.6
522,AL,Fairhope city,91.1,6.2,0.2,0.7,2.8,61489,11.2,95.4
523,AL,Fairview town,95.5,0.2,0,0.4,11.2,37750,24,82
524,AL,Falkville town,92.1,3.4,1.1,0.1,2.2,33846,26,65.1
525,AL,Faunsdale town,67.3,32.7,0,0,0,20625,30.2,85.7
526,AL,Fayette city,73.4,24.3,0.3,0.3,1.4,30646,25.9,79.1
527,AL,Fayetteville CDP,97.2,1.3,0.3,0,0.3,34632,15.3,68.5
528,AL,Fitzpatrick CDP,78.3,21.7,0,0,2.4,(X),15.5,60.7
529,AL,Five Points town,46.8,52.5,0,0,0,45000,20.4,61.9
530,AL,Flomaton town,69.5,27.2,1.6,0.1,2.3,24406,30.2,77.3
531,AL,Florala town,80.1,15.8,0.8,0.4,2.8,25673,30.1,79.6
532,AL,Florence city,75,19.4,0.4,1.4,3.6,35731,24.6,84.4
533,AL,Foley city,77.1,14.9,0.6,1.1,9.5,40938,18.9,91.5
534,AL,Forestdale CDP,26.2,71.4,0.2,0.2,1.4,48654,17,93.5
535,AL,Forkland town,11.9,87.4,0.2,0,0.8,19063,48.1,74.1
536,AL,Fort Deposit town,23.7,75.5,0.1,0.1,0.4,23963,30.2,70.5
537,AL,Fort Payne city,77.6,4.2,0.9,0.8,20.9,38833,19,67.7
538,AL,Fort Rucker CDP,77.7,11.9,0.8,1.3,13.2,59265,8,98.8
539,AL,Franklin town,47.7,49.7,0,1.3,0,60417,6.6,85
540,AL,Fredonia CDP,87.9,11.6,0,0,0,66591,18.4,88.6
541,AL,Frisco City town,45.4,49.3,1.3,0,1.8,17311,31.3,77.3
542,AL,Fruitdale CDP,70.3,28.6,0,0,1.6,63125,33,93.3
543,AL,Fruithurst town,98.2,0,1.1,0.4,0,35625,13.5,75.8
544,AL,Fulton town,84.9,11,0,0.7,3.3,32083,19.9,76
545,AL,Fultondale city,75.1,16.6,0.4,1,10.8,51587,14,85.1
546,AL,Fyffe town,94,0.3,1.5,0.7,1.3,42356,12.8,83.7
547,AL,Gadsden city,57.3,36.3,0.4,0.6,5.4,29136,29.4,78.3
548,AL,Gainesville town,16.3,82.2,0,0,0,14444,40.9,76.7
549,AL,Gallant CDP,96.7,0.2,0.6,0,1.6,45859,3.9,83.7
550,AL,Gantt town,77,23,0,0,0,47000,8.3,85.6
551,AL,Garden City town,98.2,0.2,0.4,0,0.4,31591,19.3,79.8
552,AL,Gardendale city,88.4,8.6,0.3,1.2,1.5,56132,7.8,92.2
553,AL,Gaylesville town,96.5,0,0,0,3.5,26818,19.3,78.4
554,AL,Geiger town,26.5,73.5,0,0,2.9,45125,19.5,71.3
555,AL,Geneva city,83.2,14,0.4,0.4,1.8,29912,30.3,78.1
556,AL,Georgiana town,33.1,65.4,0.3,0.1,0.3,19969,35.5,71.1
557,AL,Geraldine town,93.5,0.3,3.7,0,2,42292,13.8,84.2
558,AL,Gilbertown town,77.2,21.9,0,0.5,0,33750,21.5,83.8
559,AL,Glen Allen town,89.4,9.4,0.2,0.2,0.2,24531,21.4,76.5
560,AL,Glencoe city,96.5,1.3,0.3,0.5,0.8,46691,11.1,86.6
561,AL,Glenwood town,70.1,29.9,0,0,0,36000,13.6,84.8
562,AL,Goldville town,100,0,0,0,5.5,46250,9.3,86.7
563,AL,Good Hope town,92.7,0.3,0.4,0.5,7.7,47754,15.2,86.5
564,AL,Goodwater town,24.3,73.7,0.7,0,0.7,23809,32.2,71.6
565,AL,Gordo town,58.9,37.8,0.2,0.2,1.5,30781,26.3,80.4
566,AL,Gordon town,21.4,76.5,0.3,0,1.5,22250,26.9,66.8
567,AL,Gordonville town,5.2,94.8,0,0,0,18224,39.2,76.1
568,AL,Goshen town,76.7,22.6,0.4,0,0,40132,31.9,71.2
569,AL,Graham CDP,83.9,16.1,0,0,0,41914,4.5,74
570,AL,Grand Bay CDP,86.9,9.4,0.6,0.7,2.3,48767,6.4,84.6
571,AL,Grant town,98.1,0,0,0.4,1.3,55000,7.2,89.2
572,AL,Grayson Valley CDP,70.6,25.8,0.3,0.9,2.2,46250,8.9,90.4
573,AL,Graysville city,73.9,23.6,0.4,0.2,1.7,41282,17.4,79.8
574,AL,Greensboro city,32,66.5,0.2,0.8,0.5,21797,39.3,75
575,AL,Greenville city,41.7,55.5,0,1.8,1.3,29741,25.8,78.4
576,AL,Grimes town,55.9,36.7,0,0,2.9,31579,19.1,84.5
577,AL,Grove Hill town,56.6,41.3,0.3,0.3,2,31786,26.1,85.8
578,AL,Gu-Win town,85.8,5.1,4,0,4,39000,12,87.2
579,AL,Guin city,86.9,10.9,0,0.1,1.3,23000,37.5,75.4
580,AL,Gulf Shores city,93.4,1.5,0.5,0.9,4,47662,16.6,92.9
581,AL,Gulfcrest CDP,88.2,3.1,5.6,0,1.2,68462,0,87.2
582,AL,Guntersville city,85.8,7.8,0.5,1.5,3.8,39756,16.2,83.1
583,AL,Gurley town,76.3,17.1,1.7,1.2,3.5,32500,30.8,74.5
584,AL,Hackleburg town,97.7,0.1,0.2,0,1.3,28819,25.7,76.5
585,AL,Hackneyville CDP,97.7,0.9,0.3,1.2,0.3,60474,17.8,95.1
586,AL,Haleburg town,94.2,4.9,0,0,0,54167,8.3,80
587,AL,Haleyville city,92.1,0.7,1,0.5,6,24291,26.8,70.7
588,AL,Hamilton city,89.3,7.7,0.4,0.2,3.1,33053,18.5,82.7
589,AL,Hammondville town,90,0.8,0.2,0.6,6.8,43281,8,74.5
590,AL,Hanceville city,92.4,3.6,0.2,0.7,2.4,29231,25.8,77.7
591,AL,Harpersville town,73.1,23.5,0.3,0.7,2.6,35972,18.8,80.7
592,AL,Hartford city,77.9,17.9,0.6,0.1,3.1,22094,36.7,70.6
593,AL,Hartselle city,91.5,4.3,0.8,0.4,2.5,53878,6.9,91.9
594,AL,Harvest CDP,62.2,31.7,0.5,1.2,3.1,63708,5.5,90.6
595,AL,Hatton CDP,89.7,0,7.3,0,0,(X),0,83.2
596,AL,Hayden town,87.6,8.8,0.7,0.2,0,50795,7.9,83.4
597,AL,Hayneville town,15,84.5,0,0,0.1,18802,44.4,72.1
598,AL,Hazel Green CDP,88.9,5.9,1.5,0.4,2.3,41938,14.9,88.2
599,AL,Headland city,70.1,27.5,0.4,0.3,1.4,51822,13.1,88.1
600,AL,Heath town,88.6,10.6,0,0,1.2,38333,32.5,80.3
601,AL,Heflin city,87.3,9.4,0.5,0.1,2.4,25823,22.6,74.3
602,AL,Helena city,82.5,13.1,0.2,1.5,3.3,84615,2.1,97.7
603,AL,Henagar city,96.2,0,1.8,0,1.4,30757,19.4,71.7
604,AL,Highland Lake town,98.8,0,1,0.2,0.7,51250,9.2,94.3
605,AL,Highland Lakes CDP,87.6,7.6,0.2,2.3,1.6,124291,2,97.6
606,AL,Hillsboro town,14.1,80.1,1.8,0.2,1.6,34712,17.6,74.6
607,AL,Hissop CDP,25.1,74.3,0,0.2,2,25032,23.2,73.8
608,AL,Hobson CDP,99.2,0,0,0,0,(X),0,63.6
609,AL,Hobson City town,12.6,85.9,0,0.4,1.3,25563,41.3,77.3
610,AL,Hodges town,98.6,0,1.4,0,1,29583,26.9,69.3
611,AL,Hokes Bluff city,98.5,0.3,0.1,0.4,0.2,46042,13.7,89.2
612,AL,Hollins CDP,89.4,7.7,0.6,0,0.7,(X),24.4,68.2
613,AL,Hollis Crossroads CDP,86,5.4,0.3,0,8.4,34408,29,71.4
614,AL,Holly Pond town,98.5,0.3,0.4,0,1.4,44750,19,90.4
615,AL,Hollywood town,75.8,14.8,1.7,0.3,4.9,29306,20.3,71.3
616,AL,Holt CDP,39.4,55.2,0.4,0.2,7.2,30446,46.4,75
617,AL,Holtville CDP,90.4,7.4,0.5,0.2,1.3,52713,11.1,85.6
618,AL,Homewood city,74.6,17.3,0.2,2.2,7.3,61626,12.7,93.5
619,AL,Hoover city,75.1,14.8,0.2,5.1,6,77146,6,95.2
620,AL,Horn Hill town,91.7,1.3,3.9,0,3.1,34464,10.2,66.3
621,AL,Hueytown city,70,27.2,0.3,0.5,2,42172,14.3,86.5
622,AL,Huguley CDP,73,25,0.6,0.2,1.2,42063,16.3,79.3
623,AL,Huntsville city,60.3,31.2,0.6,2.4,5.8,48775,18.2,90.2
624,AL,Hurtsboro town,29.1,69.6,0.5,0,2.2,19732,46,75.3
625,AL,Hytop town,91.5,0.3,4.5,0,3.4,38542,14.7,70.6
626,AL,Ider town,93.2,0.6,4,0,0.1,32692,15.4,80.5
627,AL,Indian Springs Village city,95.7,1.5,0.2,1.9,0.9,96346,4.4,97.2
628,AL,Irondale city,56.3,35.4,0.3,1.4,7.8,47351,20.5,87.4
629,AL,Ivalee CDP,96.1,1.6,0.5,0,1.4,50737,0,77
630,AL,Jackson city,54.9,42.9,0.7,0.4,1.4,31232,24.7,85.8
631,AL,Jacksons' Gap town,68.2,28.9,0.5,0.5,1.9,36719,26.1,67.1
632,AL,Jacksonville city,68.7,26.8,0.5,1.3,2.3,38903,31.2,89
633,AL,Jasper city,81.3,13.4,0.3,0.7,4.4,39695,22.3,85.3
634,AL,Jemison city,77.8,17.7,0.1,0.1,7,38500,24.9,77.8
635,AL,Joppa CDP,81.4,0.2,0.8,0,17.2,23672,0,67.3
636,AL,Kansas town,100,0,0,0,0,38542,25.3,66.4
637,AL,Kellyton town,68.2,19.8,0,0,11.5,29688,29.8,71.3
638,AL,Kennedy town,83.4,14.3,0,0.2,0.9,35054,10.9,82.6
639,AL,Killen town,94,3.2,0.3,0.5,2.4,55313,17.7,87.1
640,AL,Kinsey town,49.9,46,0.3,0.1,4,37109,16.2,75.9
641,AL,Kinston town,95.6,0.2,2,0.6,0.9,23571,30.2,69.5
642,AL,La Fayette city,29.3,68.8,0.1,0.4,1.9,25666,24.8,69.7
643,AL,Ladonia CDP,86.5,9.8,0.7,0.3,2.7,32713,26,84.4
644,AL,Lake View town,93.9,4.2,0.1,0.7,0.6,88594,2.2,95.7
645,AL,Lakeview town,86.7,0,3.5,0,0,46250,13.5,92.3
646,AL,Lanett city,39.3,57.5,0.2,0.1,2.4,25220,29.8,77.2
647,AL,Langston town,94.4,1.1,0,0,0,31875,24.6,85.1
648,AL,Leeds city,78.7,14.3,0.4,0.6,6.6,52689,15.4,87.2
649,AL,Leesburg town,96.5,1.1,0,0,1.3,41397,18,80.5
650,AL,Leighton town,43.3,53.2,0.3,0.1,0.5,22500,25.6,71.9
651,AL,Leroy CDP,78.6,20.1,0.2,0,0.2,47365,6.7,99.3
652,AL,Lester town,99.1,0,0,0,0.9,(X),16.1,89
653,AL,Level Plains town,75.3,12.4,0.5,1.5,11,65769,11.1,91.3
654,AL,Lexington town,98.4,0,0.5,0.1,0.8,35521,21.3,87.1
655,AL,Libertyville town,88.9,0.9,1.7,0,4.3,44286,4.8,77.3
656,AL,Lincoln city,73.3,23.4,0.5,0.4,1.9,55605,12.7,87.5
657,AL,Linden city,51.1,46.7,0.1,0.2,2,29722,25.1,87.1
658,AL,Lineville city,58.6,36.9,0.3,0.2,4.6,31472,12.9,77.8
659,AL,Lipscomb city,22,61,1.1,0,19.7,26163,30.6,71
660,AL,Lisman town,6.7,92.2,0,0,0.2,28750,44.9,67.2
661,AL,Littleville town,96.5,0.7,0.7,0.6,1.8,49107,7.7,81.8
662,AL,Livingston city,34.6,63.9,0.1,0.3,0.7,14426,55.2,86
663,AL,Loachapoka town,58.9,37.2,0,2.8,1.1,34688,31.8,89.5
664,AL,Lockhart town,72.7,25.2,0.2,0,1.4,36250,14.9,82.2
665,AL,Locust Fork town,97,0.6,0.8,0,2.4,57143,14.2,81.9
666,AL,Lookout Mountain CDP,95.9,2.3,0.4,0,1.2,51058,14.9,82.3
667,AL,Louisville town,49.3,44.1,0.8,0,7.9,34286,11.8,65.7
668,AL,Lowndesboro town,76.5,20.9,0,0,0.9,39375,3.4,90.2
669,AL,Loxley town,84.4,9.4,0.7,0.6,5.1,48000,20,85.3
670,AL,Luverne city,62.6,29.6,0.3,5.5,1.9,29844,20.3,77.9
671,AL,Lynn town,98,0,0.3,0,0.9,33452,27.9,74.8
672,AL,Macedonia CDP,8.9,91.1,0,0,0,(X),4.2,81.4
673,AL,Madison city,74,14.6,0.5,7,4.3,92960,6.7,95.7
674,AL,Madrid town,88.9,8.6,0.6,0.9,3.1,38750,14.9,70.6
675,AL,Magnolia Springs town,96.3,0.1,0.6,0.4,2.8,47614,5.3,89.1
676,AL,Malcolm CDP,40.1,57.2,0.5,0.5,0,(X),63.7,90.1
677,AL,Malvern town,91.2,4.8,0.7,0.1,4.8,37000,19.8,74
678,AL,Maplesville town,68.9,28.5,0.1,0,1.1,32788,29.1,77.3
679,AL,Marbury CDP,92.2,3.8,0.1,0,3.8,37672,9.9,83.8
680,AL,Margaret town,77.3,19.3,0.3,0.8,1.6,64789,10.1,92.5
681,AL,Marion city,34.3,64.1,0.2,0.6,1.9,31029,33,81.4
682,AL,Maytown town,89.4,9.6,0.3,0,0,43750,9.2,88.4
683,AL,McDonald Chapel CDP,55.8,39.3,0,0.6,2.8,15588,62.6,60.3
684,AL,McIntosh town,37,55.5,4.2,0.4,2.9,48625,13.7,95.8
685,AL,McKenzie town,67.7,29.8,0.4,0,0.4,31500,22.5,75.5
686,AL,McMullen town,10,60,0,0,30,(X),40,40
687,AL,Meadowbrook CDP,92.8,3.9,0.1,2.1,1.6,92193,6.5,94
688,AL,Megargel CDP,91.9,3.2,3.2,0,0,-,46.9,53.1
689,AL,Memphis town,0,100,0,0,0,(X),60.5,29.4
690,AL,Mentone town,92.2,1.9,1.4,0,0.6,38750,10.9,87.5
691,AL,Meridianville CDP,76.3,18.5,0.7,1.7,2.7,68368,15.4,86.6
